,business_id,date,likes,text,type,user_id,winter,spring,summer,autumn,dayofweek,timediff,bad_comment,good_comment,closed
71064,aiU0FRtHTIHBWMYapw79LA,2013-12-20,0,terrible service!! too crowded and not enough bartenders.,tip,TfPoBNbVwDzagjiR3cPX0g,1,0,0,0,4,1711,1,0,0
28963,5ujbo7pbCrkzdxYWIfx4nA,2014-03-07,0,check out the many night events like jazz night,tip,MpPqauZ1lfSsqAT9KDu09g,0,1,0,0,4,1788,0,0,0
468295,ceYxKOgWdzHy-KvL8ZJtKg,2013-04-28,0,smells like...old. for obvious reasons.,tip,Ii1PkdRpONUNwKC3lmhl1A,0,1,0,0,6,1475,0,0,0
538481,lO-IY5X36bLI8vnQR4O18A,2016-11-13,0,great for take outs. best cakes and pastries in town,tip,kEe2R5eBiETwlRlmCzpy1Q,0,0,0,1,6,2770,0,1,0
246091,avKtXuzalCP_cVfrk-fLeQ,2012-03-01,0,great karaoke joint. laid back fun and with a good list,tip,Ht8iGitRu8kynEubcIhsTQ,0,1,0,0,3,1052,0,1,0
842690,vUgCHg2pWUrbg_xrJZz6Lg,2013-11-08,0,delicious!,tip,Y18cV4U8gkWpEuw-1PRiVQ,0,0,0,1,4,1669,0,1,0
533485,g92QApwbpRQXXpDeXZLrwA,2013-09-17,0,great kid friendly place to get in and out during the week. no wait between 1-3 pm usually.,tip,7QlloFyBN9uOEt5bxEvsOg,0,0,0,1,1,1617,0,1,0
661163,7dHYudt6OOIjiaxkSvv3lQ,2012-06-08,0,oh shit,tip,RuPG3aUexpzTmrePAdzcjQ,0,0,1,0,4,1151,0,0,0
623623,Fi-2ruy5x600SX4avnrFuA,2013-10-29,0,"horrible food, bad service, avoid this buffett at all costs!!",tip,F8yZF-IoyZVyPmMtCOwX-A,0,0,0,1,1,1659,1,0,0
642378,wWuGa3OOQJro_XGe-GKBXA,2016-05-27,0,bluefin a la carte,tip,olJCL9t_WkmFQkzu2r8H3g,0,1,0,0,4,2600,0,0,0
250364,ygaOvp0PLBYaYeN9cZAlGg,2016-10-11,0,dat broth doe. (read: excellent soup base),tip,ysCBsXWPB-LAiewVS3jZfQ,0,0,0,1,1,2737,0,1,0
552717,fJmg_GwsLMXXS26zKTITiQ,2016-01-04,0,try the sonoran hot dogs!,tip,YSTksI7cQ_duAPxt3YSh0g,1,0,0,0,0,2456,0,0,0
295028,D6RDpCS1lfgZdPuLHlpsHA,2012-05-31,0,"grandmother's pasta night at marcello's! to top it off, it's half off any bottle of wine on thursdays...so happy we're having our rehearsal dinner here.  flippin love this place!",tip,hevHF3b0FrRV5uHRZ05QSg,0,1,0,0,3,1143,0,0,0
769517,iS5Kkkc5crl_A_OEKmjBgw,2015-08-07,0,come before 6pm on friday with the coupon (available on their website) for the best lines (short or none!) and best deal ($13 for half rack and 2 sides).,tip,sKl_q3IcUcJUF2Cj8Y20gQ,0,0,1,0,4,2306,0,0,0
776211,eetlD3KXlb8cTwgrQVfquw,2014-04-16,0,loving the chicken cobb avocado salad!,tip,Wi88jCuALS2pCsL8JlgJbA,0,1,0,0,2,1828,0,0,0
109531,0GnX8C16wjr-m6tHGwB5tQ,2012-04-06,0,martha steward mode ... making japanese headbands for izakaya night,tip,8DGFWco9VeBAxjqsuh1aSw,0,1,0,0,4,1088,0,0,0
731728,DnJ5i7-SZRJ6X5ZGWCI36Q,2012-06-05,0,snowglobe !,tip,pEzb9RfmnD2zn5wUPpdmzg,0,0,1,0,1,1148,0,0,0
537822,qPpwbfaaKCs6J4nKsAXLfw,2014-07-07,0,get above the first floor. the first floor has bad ventilation so it is hot and humid so there are mold and mildew issues.,tip,pin566oEZ0kT9YDldhjmaA,0,0,1,0,0,1910,0,0,0
83246,_2VNYA-7q7qjjCUqK1JeqQ,2012-04-04,0,get a beauty insider card & become a v.i.b.!,tip,xtwoOTTOuZrXj4GQtsueuA,0,1,0,0,2,1086,0,0,0
268385,HwEDsb1xtRBTuFwATTRjpA,2013-06-15,0,time to eat with bernadette ! :),tip,Gp46eC2K3g0sGfxadETMsQ,0,0,1,0,5,1523,0,0,0
799066,TbfU_Ipz2nX0LZz3E-PyVg,2016-05-18,0,avoid this poorly staffed gas station. tim's inside is chaos. keep driving.,tip,qPganFH_fTXrP9r3kXf6YQ,0,1,0,0,2,2591,1,0,0
715481,BgQ5ob0QiZfO5YbgI7VyFw,2014-06-13,0,we got the lazy tacos and we were so surprised at how tasty and delicious they were. yum!!,tip,h-jryP1QMdiBMCYkBxpIpA,0,0,1,0,4,1886,0,0,0
137454,-qxj-HqHo2tcK-jQVjAp1g,2011-01-08,0,freaking legit!,tip,8kZsE4fLDufW20JKfEOnYA,1,0,0,0,5,634,0,0,0
407612,dlNMXG9-BWsPGom0_lCCNQ,2013-11-18,0,peruvian rotisserie serving pollo a la brasa opening november 21 on the eastside!,tip,PSI7wvuqEhhV9Jh_fP2eZQ,0,0,0,1,0,1679,0,0,0
712781,K-uQkfSUTwu5LIwPB4b_vg,2013-05-10,0,"fabulous ambiance, amazing tables side guacamole, crispy pork belly appetizer is yum the e, and kristen was over the top fabulous! completely made our entire evening!",tip,Vug2Akn65dza1JLCfAGugA,0,1,0,0,4,1487,0,0,0
180012,NLbELkamPqR3AB52ZWG7zw,2010-12-11,0,right next to borders and paradise bakery. fun place for a flight of wine. try it out!,tip,GDBn6Gf4L9vgkHW43okaxw,1,0,0,0,5,606,0,0,0
457339,WRQ-9LluyivReFiQZFUujw,2015-06-09,0,"their carne asada fries are the best~! kind of a ""hidden gem"" in las vegas. the guys who work here are really nice.",tip,4d7PvOD51AdvX4Wr1xB-5Q,0,0,1,0,1,2247,0,0,0
189460,G81PxmvajV-M-fZWopK4kg,2013-01-23,0,$1 for 2 of their new jacked burritos. great deal! today only.,tip,OAN4FPoDiP2xgy6_9X5bbw,1,0,0,0,2,1380,0,1,0
118369,wxYpbaR3zQuMhgSbUym_xw,2012-12-31,0,"what the heck, so many people in the line already. i hope there r still tkts for hitchcock",tip,6rGVoAI0Bl8ZEbMNJWOK3w,1,0,0,0,0,1357,0,0,0
539224,BnHpWFA1LuIn0bAfbiWsrw,2015-03-11,0,great happy hour.,tip,dFdIYuMi1ywUjxT3DrL7-A,0,1,0,0,2,2157,0,1,0
376628,BxKe9Xt_fN6qBzrTofHuEQ,2012-04-08,0,princess bride night!!,tip,rdysF0ymVkMX82Bu_8x3nA,0,1,0,0,6,1090,0,0,0
899264,hihud--QRriCYZw1zZvW4g,2016-03-02,0,"excellent service, food was amazing and ambiance was very enjoyable",tip,A7ZlwNMSWdi5zIw_xTviCw,0,1,0,0,2,2514,0,1,0
896266,NwZ39qdA06ROFIIMjAVPgw,2013-11-17,0,chris is the man to contact in vegas! he will make sure you have a blast! i went with my girlfriends last weekend and he went above and beyond to make our experience awesome! thank you chris!,tip,FhKr-P-PybH5RDYWCt-BGQ,0,0,0,1,6,1678,0,0,0
470048,NvKNe9DnQavC9GstglcBJQ,2011-08-21,0,ok for the price nothing to write home about the buffet.,tip,4MxAMCUkXczpFcdhm3Gqag,0,0,1,0,6,859,0,0,0
863025,iCQpiavjjPzJ5_3gPD5Ebg,2013-08-30,0,white pizza is so good. sicilian was bomb too,tip,D9twgszSvI_EZp7QpytiZw,0,0,1,0,4,1599,0,1,0
27634,Xy7PVlK8GxQc4d7bXtEqQw,2011-01-05,0,features two top chef masters restaurants: rm seafood and burger bar.,tip,w-w-k-QXosIKQ8HQVwU6IQ,1,0,0,0,2,631,0,0,0
549069,KK5Hvy2JNjXpdO_zHA_LCA,2013-09-14,0,drinks and desserts are reasonably priced.,tip,DuRfzCMsX-ZXYqvPc-qh7w,0,0,0,1,5,1614,0,0,0
490994,3GLWwjU3Ku_2EWuJ71hxqg,2011-09-03,0,poolside open bar. $20 via groupon.,tip,KUeIXFZqZFueeZPoZAu2Rg,0,0,0,1,5,872,0,0,0
701725,JDZ6_yycNQFTpUZzLIKHUg,2015-09-10,0,"this food is worse i've ever tasted, not worth the time or money sorry",tip,P-UWiAAmWSHHknR3lOWGCA,0,0,0,1,3,2340,0,0,0
345864,BxKe9Xt_fN6qBzrTofHuEQ,2014-06-03,0,$5 for matinee movies!!! sweet..  :),tip,rzcuN6-bBV2CSNalODR0oA,0,0,1,0,1,1876,0,0,0
359659,LShiV3c0yVTjuXe3tqexUA,2011-03-25,0,it's 2:33pm & huge line @ entrance door is where line starts. it's clean been here 3xs & always a long line.,tip,vWUj8ed8ojO8CctKP-mwxQ,0,1,0,0,4,710,0,0,0
430032,xk-fOf_M39kDTgzfVgu0Tw,2015-02-04,0,coffee tasted like it had some sort of flavor. i know it was the young girl making it as i've had coffee at the green valley racheals before.,tip,Q-ydrhfqmmOxRb38H6mmEQ,1,0,0,0,2,2122,0,0,0
110343,e_ayewew9K3IVuN1hf6QMA,2012-06-29,0,picking up soy milk n yogurt #insanity,tip,8DGFWco9VeBAxjqsuh1aSw,0,0,1,0,4,1172,0,0,0
266263,Ujn9v6liwPXOBA2wYzaS1A,2012-08-01,0,"love coming in not anticipating a good workout but once you get started, you just bust your a$$ and get it all done!  inclined run (3.12miles) and mile walk, short intense workout...jump tucks, dive bombers, reverse pull ups, planks, sumo squats, etc!killed it! cooled down, stretched.time to eat! :)",tip,eqRKgN7ad3BGSFKRDqYNNQ,0,0,1,0,2,1205,0,1,0
217514,fmyo8-JBOu5bjczEsLJyBA,2011-10-12,0,shots! shots! shots!,tip,f1W-vpSxhRIsfrD7vhKJmg,0,0,0,1,2,911,0,0,0
306484,oUvqwPJkorOnYZFKRt0oEg,2014-01-15,0,great food with great portions!,tip,6X9KaSuv0TEKHBupUTvT6Q,1,0,0,0,2,1737,0,1,0
351200,aGDo7GDN5YLvpYykpSLkbw,2011-04-08,0,their buffet is only on saturdays and sundays. no longer on fridays.,tip,N3oNEwh0qgPqPP3Em6wJXw,0,1,0,0,4,724,0,0,0
247875,roXz-d4ma5vtnVj1Z88AFA,2015-01-17,0,great assortment of teas from so many origins. best tea store in az!,tip,F4Pd4u9hQLlqFJaBpAh03A,1,0,0,0,5,2104,0,1,0
705299,9vkVY5puIHRfKMgJB4LBnw,2014-11-26,0,great for drinks and dessert!,tip,JyIBPas2r3Fw_5Bx-0Mgiw,0,0,0,1,2,2052,0,1,0
589743,7yYexN1Q5ShE_z1MH2TDTw,2012-10-19,0,language issues when ordering.,tip,Z3208aKV0c-sgXZ4LNW42g,0,0,0,1,4,1284,0,0,0
239892,GqQ24iVzs_ThB5OD_Q_qig,2012-12-03,0,the manager needs to hang up the phone with a person looking for a pair of sunglasses for over 20 mins. how many different ways can you tell the person you have them in stock. people in line purchasing your products should come first!!,tip,MTfbkOQvNx-g4xpFExusNA,1,0,0,0,0,1329,0,0,0
941513,P1a2WApEoMb65s14RmqV2g,2016-06-15,0,service is extremely terrible.,tip,AQhRwPbxV43ZcoAdKGQPbg,0,0,1,0,2,2619,1,0,0
49310,bFNqF_yGq0vvMfmMF04EJg,2013-10-05,0,"half cheese & half spinach, onions, garlic & green peppers..",tip,XUwYlVRuyoImgtaw8Cjztg,0,0,0,1,5,1635,0,0,0
539640,CPLO18efeSgL_54g6x2BiQ,2013-08-25,0,"sunday brunch 11am - 2pm... $16.99, kids under 4 eat free",tip,F4B435BPvJVyzeUw6ZbcTw,0,0,1,0,6,1594,0,0,0
90348,ipFreSFhjClfNETuMjBtrA,2013-01-27,0,fried green beans!,tip,_Zu6oD6OgOKR8H6sJrsH3A,1,0,0,0,6,1384,0,0,0
154942,J2WGpC43MJDKxPRAcWx-tA,2011-10-21,0,phd comics movie 5-8 pm 10/21/2011 at neeb hall,tip,UkCKpbtAp0odLmMNXz6M-Q,0,0,0,1,4,920,0,0,0
406562,387XEwERYeyodpV5DWR4hA,2014-05-29,0,expect a long wait time for food.,tip,2eU9rG6pFPPGqxkm_t7piA,0,1,0,0,3,1871,0,0,0
201379,mSNCAnv5-W40MoH8VL_VYQ,2010-02-01,0,beer selection amazing & knowledeable beer/wine manager,tip,Q4Qfu-3vYtL1LRm2X1b0Gg,1,0,0,0,0,293,0,0,0
745107,E-HDevNTu_UIKIx8MA_RMA,2014-07-05,0,great service! great food and drink selections!,tip,kr2902ISIfAk3r9eO7CcRw,0,0,1,0,5,1908,0,1,0
589386,4JNXUYY8wbaaDmk3BPzlWw,2011-09-19,0,get there earlier than your reservation for outdoor seating overlooking the strip & bellagio fountains.,tip,yrAX4ikJePO6eSN6_g6buw,0,0,0,1,0,888,0,0,0
905023,kRgAf6j2y1eR0wOFdzFAuw,2014-02-05,0,it's noisy but the menu looks deeeeeeeelish! can't wait to try some randomly selected tapas.,tip,IK43-WEh5moXpEdRT8rLpQ,1,0,0,0,2,1758,0,0,0
932099,iD1Dmo1_PmD3qm-g6gOmZg,2016-12-05,0,affordable and great stylists!,tip,VsBvVkSL1r7NJZ0MkQOszA,1,0,0,0,0,2792,0,1,0
226766,952sPfTt0huZfUqsnkaDsw,2012-06-16,0,great cultural experience.,tip,Tf1ldDLUMfjoeiEq5niRqg,0,0,1,0,5,1159,0,1,0
309423,ARWLV46iIa3Dvt1y8-SPpA,2013-07-01,0,"cash only, byob.",tip,qSYOq9CINiAN2j82-kfmBg,0,0,1,0,0,1539,0,0,0
200747,xR7srTzHPLGqhAxKwVAyYw,2012-10-17,0,smells like an alcoholics dream.,tip,lUIcqGPK6vLKx3LnqAtPGw,0,0,0,1,2,1282,0,0,0
507821,XwQ6lQro2FKvtD0YAUeOAA,2010-12-02,0,wade turned out to be the tire guy for me.  took a minute to show me how others were avoiding. sams tire dept rocks,tip,vrCWRujtod6YqPdIMy13Yg,1,0,0,0,3,597,0,0,0
313946,uQG9riB-sOJ9n9nng6Huow,2014-10-25,0,"great food, terrible service. won't be back",tip,jZ1c_uogK7nG0UTc5o3c1w,0,0,0,1,5,2020,1,0,0
278169,P9gvPxi3C3B1ealGJwJSTQ,2013-04-28,0,great place for to go sandwiches. made to order. delish!!,tip,DgORWXql8ONqdSifTpdYow,0,1,0,0,6,1475,0,1,0
135288,r6awYzzKuW3VDIq7A3gC0A,2011-11-15,0,guess i'm close by.,tip,9hMqNBBpTl3lBy6qCAyu-A,0,0,0,1,1,945,0,0,1
128391,H2RlCPL094oe9Hiq2djYrg,2012-09-30,0,great burger and beer!,tip,m2TWaPP8uqW7QA9WTwSJ6g,0,0,0,1,6,1265,0,1,0
127042,OvG9pbudLhmLkjrttGvhAQ,2015-10-22,0,"waiting for my usual favorite sub, turkey bacon ranch!",tip,V74paj6Zok4DvGnciFEZMg,0,0,0,1,3,2382,0,0,0
363210,YBLVD61RFdP5H-RGLSIPUw,2012-11-04,0,i can and i will!,tip,1GCZfavvSEdqWhrcJQC-kA,0,0,0,1,6,1300,0,0,0
855174,gVgSl9anfzYn8dMdmmFNsg,2011-02-26,0,"awesome crowd awesome comedy awesome bartender, jonny.",tip,tJu_9p3Bdc1CWdL7w7mI4Q,1,0,0,0,5,683,0,1,0
706686,M51gw2cz_vXarNBLbKkOxQ,2012-05-28,0,i'm here to destroy the big bad wolf!,tip,YsrDrALL8yajr45DJvBIGA,0,1,0,0,0,1140,1,0,0
196799,Av689kh7q6pyXMI4l2hd2Q,2016-12-03,0,i love this place!!! charlie is amazing!,tip,uJFPNGfI06TZAUQ78Yea7g,1,0,0,0,5,2790,0,0,0
786471,mhYqhFq1W2YF02up_fL_wA,2013-02-20,0,new gluten-free bread -- $1 extra but genuinely delicious!,tip,0TfkOzuNb3ys9Jl0ceH5Ag,1,0,0,0,2,1408,0,1,0
237476,EgNqQM_pzECJVJk1h08bGA,2012-06-20,0,because i heart hello kitty,tip,eZfHm0qI8A_HfvXScwIYsg,0,0,1,0,2,1163,0,0,0
640038,lKom12WnYEjH5FFemK3M1Q,2012-08-12,0,world famous. cash only.,tip,MiYNKbLVnnmPDkdoDb0p1Q,0,0,1,0,6,1216,0,0,0
645862,5LNZ67Yw9RD6nf4_UhXOjw,2015-07-29,0,pay close attention to your bill. charges for mini bar on our bill when we didn't even open the mini bar. getting the runaround from the front desk trying to get them removed.,tip,r8SEfPezm9YlhdBBWdGDPg,0,0,1,0,2,2297,0,0,0
294362,zeY04IdSTpTidD0ewUqnbA,2013-03-25,0,"ok for an arby's, forget your order sometimes and sometimes overcharge you, so be careful",tip,NeUjVng3G6U7lHOLu5DiRw,0,1,0,0,0,1441,0,0,0
743293,m4PW-GMc8JOU5nmMYncu-Q,2014-02-25,0,"pay an extra $2 with your pint to also get a shot of tequila, vodka or cc!!",tip,LrsX8ioOG6GEIHfsXI_9GA,1,0,0,0,1,1778,0,1,0
111852,PbTh7aX0_yyaXFOXAlhI4A,2011-10-24,0,"good food, great service...my go to place in downtown phoenix.",tip,gH3JDpHQfVcMEGaAaCJPjA,0,0,0,1,0,923,0,1,0
931461,toBMu3SXZn-dpdmVrPe4aQ,2015-07-13,0,"barry and bonifacio have truly helped me. 
i recommend the lock guyz.",tip,TytmBLUwgcC9p6pD2a__IA,0,0,1,0,0,2281,0,0,0
935169,IbttZvi-Xuu04bj2rGjtsA,2016-10-09,0,amazing!!! so good!!,tip,_OrPKdnwd2_JnsgissooNw,0,0,0,1,6,2735,0,1,0
450489,9SU7ZZhaFUJJ6m2k5HKHeg,2016-07-21,0,"great hotel, awesome perks hidden gems and walking distance to the monorail !",tip,nBf6J0DbH1n3UCUZH1uOPw,0,0,1,0,3,2655,0,1,0
930919,NQXuoB9JTPUItHvouMgWjQ,2016-09-09,0,great food and great vibe,tip,E_uDsSqEKvJ0-9Bhr5dxmg,0,0,0,1,4,2705,0,1,0
109509,Dd99oGPGdOiXUeGqXyOgwA,2011-07-08,0,sweet potatoes,tip,8DGFWco9VeBAxjqsuh1aSw,0,0,1,0,4,815,0,0,0
65985,7b7Hj8hdcObDoBcBqL4MVg,2014-08-09,0,lots great ppl i met tonight!!,tip,9P9udGjQeF1TBhCCcBHTIQ,0,0,1,0,5,1943,0,1,0
795982,4_EgrMY-EI-i-xyWixI2qg,2015-09-26,0,absolutely amazing apple cake!!!! you must try it!!!,tip,OU1CVwkW8S9vJeXikF47SQ,0,0,0,1,5,2356,0,0,0
511719,9_P2oM43QIRze2VJpw_dHw,2015-07-24,0,this bakery is on line order and delivery only.,tip,og7cfefwOeSyLzUhdgODkg,0,0,1,0,4,2292,0,0,0
67405,rkzU4UiTTXF54-FOELy9eA,2014-08-26,0,come in on taco tuesday for 99¢ tacos! ¡muy delicioso!,tip,0tC5OOTuwvPGnnqhPCoRSw,0,0,1,0,1,1960,0,0,0
521304,So132GP_uy3XbGs0KNyzyw,2013-07-01,0,big ups to brian behind the wood lookin good.,tip,__ft9xJoD1pf5SYZ7iybig,0,0,1,0,0,1539,0,1,0
674045,DY1_vls0_VQnTZ7CJ3AeFQ,2012-10-12,0,dinner with the family,tip,SPNguLPo7xPVg3-d-OItgA,0,0,0,1,4,1277,0,0,0
485849,ajoqEHnCZTD8-8GqGLq9-Q,2012-06-23,0,room upgrades are always an unexpected surprise.,tip,c9juf0u4TKvdgKjG7pZcEQ,0,0,1,0,5,1166,0,0,0
250371,Fk_QNGa6stlm_RDhXdeKRQ,2016-04-15,0,beware,tip,e1wZTGy7Qd3sZmUweZaEpg,0,1,0,0,4,2558,0,0,0
596519,2bhyxas8otY-LNfSNcxvjg,2016-09-13,0,scott is the best! i trust no one else with the care of my vehicles.,tip,-UM0jzj9DaHPKK8K1UHL6w,0,0,0,1,1,2709,0,0,0
61585,kxiDclm1rSAH0yvznmYtlw,2016-06-14,0,great working area but the macchiato was too strong and not enough milk. will not be coming back for coffee,tip,mKl0XBCWrNQEMgaHHmcNPg,0,0,1,0,1,2618,0,1,0
926897,H0xkoPI-WwbjY7r-Zt-arw,2014-11-28,0,good food. good service. would definitely return.,tip,WVkxvJ-YyEnNkgSY1ecmWA,0,0,0,1,4,2054,0,1,0
133376,EV1jAj7NFNmNIqOnwZ4Acw,2012-08-05,0,drink before casa de montoya,tip,ACNW53NzY7ZwIU7-enw51A,0,0,1,0,6,1209,0,0,0
856907,60ZzucldNCfdCEmUxujmAQ,2014-09-27,0,"just love thai store, always find something! online now a bonus.",tip,Uo26xw3wj0YxlU642mFi-Q,0,0,0,1,5,1992,0,0,0
97494,hOxNKZJ8wWg8Q165U7CCqg,2013-07-23,0,fried mushrooms snow my god,tip,RTWsMisf73pGnbagf1vmvg,0,0,1,0,1,1561,0,0,0
528515,hQMx2ZbGAa_oxJNpnTZf8Q,2016-10-30,0,great food at good price.,tip,0CpLE9MlK1tO8QkKG3nmbg,0,0,0,1,6,2756,0,1,0
361652,NnxwkiBvSSyKeFiez0DDcQ,2011-07-11,0,milf mondays,tip,bwyDqjSZib7L8IhnCxIvyw,0,0,1,0,0,818,0,0,0
336625,U1cXgftMjQheZfY8QKoXmA,2014-12-02,0,"closed due to rain tonight. (sorry, seattleites. that is how we roll.)",tip,KtIh1kjkVESCqd2CCsQnhA,1,0,0,0,1,2058,0,0,1
465047,UNI1agsPX2k3eJSJVB91nw,2011-08-06,0,well worth the trip. thanks man vs food.,tip,1m86F2zOjHf1rA3E49QXzw,0,0,1,0,5,844,0,0,0
51144,FaHADZARwnY4yvlvpnsfGA,2016-05-13,0,uber has their own specific pick up section. ask someone how to get there as it can be confusing.,tip,_muhtS8ZFnV61s7Q4JXDwQ,0,1,0,0,4,2586,0,0,0
790489,ExUE88ygYj1n2ay6u-J3pQ,2016-10-03,0,the ladies very  friendly . there is perfect. i like it .,tip,YcHjYQEHNpQTv8gH7IrGfA,0,0,0,1,0,2729,0,0,0
244082,IkLAUX7lZIWqE9_YC66SRw,2014-11-24,0,2 for 1 slices after 9pm,tip,qb9kvGuavKng9adYvx-RMg,0,0,0,1,0,2050,0,0,0
36564,FoJRtc3PDpbKsy_C5fk88Q,2012-01-15,0,good breakfast sandwich,tip,R_wlZO-jKFGEVJnSfWISqQ,1,0,0,0,6,1006,0,1,0
555152,u_vPjx925UPEG9DFOAAvFQ,2016-11-24,0,2nd day luke-warm water at best in the go-room. called yesterday but they offered no solution. nothing like waking up in vegas to a warm (at best) shower.,tip,BXSUe6os4jS7lNQGyo77ow,0,0,0,1,3,2781,0,0,0
70730,HJx0usnyVijOom2q73xGIA,2011-04-10,0,crazy here today. simon cowell x-factor retorts!,tip,ESkfsKTVj0hkoeO6Ucquhg,0,1,0,0,6,726,0,0,0
321249,erpMXkhBRNAwfXYfqIaC6Q,2016-09-19,0,happy hour veggie tempura,tip,9gZ4pQHdK6v8xMLig6EEFA,0,0,0,1,0,2715,0,0,0
931707,HSoKTWnsu7f3yvywWvBQ4w,2015-04-24,0,great pizza! friendly employees. highly recommended,tip,2aVWQJeaB08wRslSAn2q7A,0,1,0,0,4,2201,0,1,0
441102,IWKtGvVg4hqc9rWHjW8KoA,2010-09-10,0,going to check out the m resort.  heard lots about the buffet.  let's see...,tip,-uyr_sqmgDqjjqBw4cklTg,0,0,0,1,4,514,0,0,0
319475,Gu8D1YoKErqVNNX00qkEaw,2012-02-16,0,"meat and beer, what could be better?",tip,i9GfM4coPfob-rd3OxnTPQ,1,0,0,0,3,1038,0,0,0
453082,DqcD3YflYhArFsC4KVUnOw,2011-02-25,0,red velvet cake...you can't go wrong! great gift idea!,tip,NEN5RFpZp7DE6K1PK2KZzg,1,0,0,0,4,682,0,1,0
508168,W1Vn2G1disKO52jHARIZMA,2014-05-02,0,always consistent with good food,tip,-j-8EX-ebLXybLAdDQOGzw,0,1,0,0,4,1844,0,1,0
62118,aA4AkefTWdLm94rgf6lUUA,2012-02-17,0,shovels and rope,tip,IBO0RWBMGbGziHUVq-j0IQ,1,0,0,0,4,1039,0,0,0
493344,QdXg79fKbFLEPePPnL02Fw,2012-01-30,0,:) here too with vanessa hi there,tip,90Ak9R0cUnT8ubX6pUzaJA,1,0,0,0,0,1021,0,0,0
353620,abHto27p91AkV5ngXq_hGw,2016-08-27,0,need a place  to cool off and don't have a pool??? locals free! friday and saturday  11am-7pm....you have until late september!,tip,3nDUQBjKyVor5wV0reJChg,0,0,1,0,5,2692,0,0,0
592769,pHJu8tj3sI8eC5aIHLFEfQ,2016-02-06,0,"good old style italian restaurant in vegas! plenty of food, mangia!",tip,XYk552OWzrYviwebRCgEJA,1,0,0,0,5,2489,0,1,0
15524,1dl1WpWpVW1KjXbEcVZQlg,2011-10-13,1,so i can't get a 1o.z. sample of a beer because its illegal in ohio without charging me but you will give us a free beer that you over pour,tip,LVChK4kvG_mdRdEsk34PkA,0,0,0,1,3,912,0,0,0
385167,gtqWbfDEQjH3oPBbJiwbFA,2013-10-25,0,in the same plaza as bj's and pin kaow.,tip,7Oe6ikklTjVBbEFw9emLcA,0,0,0,1,4,1655,0,0,0
322615,kZSTj7hAAW1eLkaKb-qMvQ,2015-02-06,0,"poor knowledge and no help 
and sad a lot of i think and geek squad is a joke",tip,0mlWzge8Va1h6TGKRJX1DA,1,0,0,0,4,2124,1,0,0
681532,R6jpwPBe9edy0P64uyaLKA,2016-01-23,0,boozy milkshakes are a great way to end an evening!,tip,lRRVRehFcudfbjY6yUX6FQ,1,0,0,0,5,2475,0,1,0
442171,qsJkjQoM3Hdg6Gtqp2S9_w,2011-04-13,0,"good food, friendly staff and good ambiance.",tip,E9IlgNIKYTcu3E3kXz3rXw,0,1,0,0,2,729,0,1,0
617123,0QHMAUi6NdOUZ1ckXq0-sA,2011-05-16,0,"eeew. huge portions. house salad is bland, same w/ dressing. not a fan...",tip,nbyrwmLh9W9TCIwGxkFNJQ,0,1,0,0,0,762,0,0,0
5523,1LUaZFVMEjodl1tbAGF3sQ,2011-06-30,0,just saying hi to my main man!!!,tip,benfF2qIwxDz7TCeF1XWIA,0,0,1,0,3,807,0,0,0
33608,XBYrsKCn0fAgUO2AD7Lizg,2015-10-10,0,great food as always! service is lacking on past several visits!,tip,QUeViGYgEGxERkm28izFBg,0,0,0,1,5,2370,0,1,0
479951,vx4YAA02Qz6khRD1fZ1MFA,2012-05-20,0,egg custard is a must have. i like them cold while the bf likes them warm off the oven.,tip,2HNU4vNP8c_EtWG4MhlVVw,0,1,0,0,6,1132,0,0,0
510847,jBs2HmEOkqCvdHNnw3N-og,2013-10-27,0,bottomless fries are the business!,tip,WmKyDbM7sNBQA8LnLiibGg,0,0,0,1,6,1657,0,0,0
703678,WDtO-PCzdmKv4GWl4Cb77Q,2012-04-22,0,alma mater!,tip,jyoRTd9KbwzWI16gh8sdaA,0,1,0,0,6,1104,0,0,0
558603,plWuv4gda7m0KlqCNhrb4w,2016-01-26,0,ask for the tv dinner menu on tuesday!,tip,9E35LB29RXJixo0563Iwew,1,0,0,0,1,2478,0,0,0
852418,GNEjlH_KssnJVRtqV4hAiw,2015-09-08,0,food was so goooooood!,tip,HDslHB3XYOU-vlF1cyz90g,0,0,0,1,1,2338,0,0,0
174988,UZ34XAw1GJ3chCOuKL69Mg,2012-11-25,0,they have a patio.  additional useful info- they will use an online coupon so if you forget or just don't think about a coupon you can pull one up on your smartphone.,tip,quH7oYf3C-_klKjP-cklCQ,0,0,0,1,6,1321,0,0,0
358882,btfSmFMhd-nzCbgvhSoICA,2011-03-23,0,i got a buy one get one free from color me mine at the district =),tip,WmgP3jQovK1ECzMzLKAZZQ,0,1,0,0,2,708,0,0,0
37223,UByM7N0mF-ylIGUuIWHCtA,2015-08-06,0,natasha! best waitress ever!,tip,fX8NrOxtnaozSGsS_HMWZQ,0,0,1,0,3,2305,0,0,0
274042,XvTBQotmJpVPjPNaMM7qLA,2011-05-27,0,all fantastic. grilled cod on greek style spinach salad. wow. dint miss the jalapeño cilantro hummus (just get the large silly).,tip,NzbU8KVSem8SHoJUbsRkZg,0,1,0,0,4,773,0,0,0
